Name,Symbol,Exchange,Code,Sector,Industry,Listing_status,Delisting_date,New_listing_date
Zhongsheng Pharm A,2317,심천,s08,보건의료,생물공학 및 약품,O,null,null
Tianjin Zhongxin Pharm,600329,상하이,s08,보건의료,기간 약품,O,null,null
Guilin Sanjin A,2275,심천,s08,보건의료,기간 약품,O,null,null
China Husbandry,600195,상하이,s08,보건의료,생물공학 및 약품,O,null,null
Amoy Diagnostics,300685,심천,s08,보건의료,생물공학 및 약품,O,null,null
Hainan Poly Pharm,300630,심천,s08,보건의료,생물공학 및 약품,O,null,null
Shanghai Runda Medical Tech,603108,상하이,s08,보건의료,생물공학 및 약품,O,null,null
Zhejiang Wolwo Bio-Pharma,300357,심천,s08,보건의료,생물공학 및 약품,O,null,null
Zhongyuan Unio,600645,상하이,s08,보건의료,생물공학 및 약품,O,null,null
Guangxi Liuzhou Pharm,603368,상하이,s08,보건의료,기간 약품,O,null,null
Zhejiang Garden Bio-chemical,300401,심천,s08,보건의료,생물공학 및 약품,O,null,null
Blue Sail Medical A,2382,심천,s08,보건의료,의료 장비와 용품,O,null,null
Chongqing Taiji Industry,600129,상하이,s08,보건의료,생물공학 및 약품,O,null,null
Guizhou Yibai Pharm,600594,상하이,s08,보건의료,생물공학 및 약품,O,null,null
Hisoar Pharm A,2099,심천,s08,보건의료,기간 약품,O,null,null
Beijing Strong Biotech,300406,심천,s08,보건의료,생물공학 및 약품,O,null,null
S Zhenxing Bio A,403,심천,s08,보건의료,생물공학 및 약품,O,null,null
Runfa Machinery A,2435,심천,s08,보건의료,생물공학 및 약품,O,null,null
Jiangsu Kanion Pharm,600557,상하이,s08,보건의료,생물공학 및 약품,O,null,null
Xianju Pharm A,2332,심천,s08,보건의료,생물공학 및 약품,O,null,null
Mayinglong Pharm,600993,상하이,s08,보건의료,기간 약품,O,null,null
Jingxin Pharm A,2020,심천,s08,보건의료,생물공학 및 약품,O,null,null
KPC Pharm,600422,상하이,s08,보건의료,생물공학 및 약품,O,null,null
Shanxi Zhendong Pharmaceutical,300158,심천,s08,보건의료,생물공학 및 약품,O,null,null
Qianhong Biophar A,2550,심천,s08,보건의료,생물공학 및 약품,O,null,null
Jiangzhong Pharm,600750,상하이,s08,보건의료,기간 약품,O,null,null
PharmaBlock Sciences A,300725,심천,s08,보건의료,기간 약품,O,null,null
Tibet Weixinkang Medicine,603676,상하이,s08,보건의료,생물공학 및 약품,O,null,null
Yantai Dongcheng Pharma,2675,심천,s08,보건의료,기간 약품,O,null,null
Huaren Pharma,300110,심천,s08,보건의료,생물공학 및 약품,O,null,null
Zhejiang Jiuzhou Pharm,603456,상하이,s08,보건의료,생물공학 및 약품,O,null,null
North China Pharm,600812,상하이,s08,보건의료,생물공학 및 약품,O,null,null
China Resources Wandong Med,600055,상하이,s08,보건의료,의료 장비와 용품,O,null,null
Getein Biotech,603387,상하이,s08,보건의료,생물공학 및 약품,O,null,null
Shandong Jincheng Pharma Chemical,300233,심천,s08,보건의료,생물공학 및 약품,O,null,null
Kehua Bio-Engine A,2022,심천,s08,보건의료,생물공학 및 약품,O,null,null
Beijing Science Sun Pharma,300485,심천,s08,보건의료,생물공학 및 약품,O,null,null
Shandong Intco Medical,300677,심천,s08,보건의료,의료 장비와 용품,O,null,null
Autek China,300595,심천,s08,보건의료,의료 장비와 용품,O,null,null
Apeloa A,739,심천,s08,보건의료,생물공학 및 약품,O,null,null
Zhuhai Hokai Med Instruments,300273,심천,s08,보건의료,의료 장비와 용품,O,null,null
Shanghai Kaibao Pharmaceutical,300039,심천,s08,보건의료,기간 약품,O,null,null
Ningbo MedicalSystem Biotech,300439,심천,s08,보건의료,생물공학 및 약품,O,null,null
Fuan Pharmaceutical Group Co,300194,심천,s08,보건의료,생물공학 및 약품,O,null,null
Tiansheng Pharma,2872,심천,s08,보건의료,생물공학 및 약품,O,null,null
Shinva Medical Instrument,600587,상하이,s08,보건의료,의료 장비와 용품,O,null,null
Jinghua Pharm A,2349,심천,s08,보건의료,생물공학 및 약품,O,null,null
Pulike Biological,603566,상하이,s08,보건의료,생물공학 및 약품,O,null,null
Dirui Industrial,300396,심천,s08,보건의료,의료 장비와 용품,O,null,null
Tellgen,300642,심천,s08,보건의료,생물공학 및 약품,O,null,null
